Product Name,Prices,Description,Reviews
"Xiaomi 11Lite NE (Vinyl Black, 256 GB)","₹40,990",8 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Display20MP Rear Camera4250 mAh Battery1 Year Warranty,4.3
"Xiaomi 11Lite NE (Diamond Dazzle, 256 GB)","₹42,990",8 GB RAM | 256 GB ROM16.51 cm (6.5 inch) Display20MP Rear Camera4250 mAh Battery1 Year Warranty,4.4
"Xiaomi 11Lite NE (Tuscany Coral, 128 GB)","₹31,900",6 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Display64MP Rear Camera4250 mAh Battery1 Year Warranty,4.4
"Xiaomi 11Lite NE (Tuscany Coral, 128 GB)","₹40,989",8 GB RAM | 128 GB ROM16.64 cm (6.55 inch) Display64MP Rear Camera4250 mAh Battery1 Year Warranty,2.5
"Mi 11X Pro 5G (Celestial Silver, 256 GB)","₹34,999",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 5MP | 20MP Front Camera4520 mAh BatteryQualcomm Snapdragon 888 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories,4.4
"Mi A1 (Rose Gold, 64 GB)","₹14,999",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display12MP + 12MP | 5MP Front Camera3080 mAh Li-polymer BatteryQualcomm Snapdragon 625 64 bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
"Redmi 3S Prime (Silver, 32 GB)","₹8,999",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera4100 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 430 64-bit Octa Core 1.4GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"Redmi 3S Prime (Dark Grey, 32 GB)","₹8,999",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera4100 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 430 64-bit Octa Core 1.4GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"Redmi Note 9 Pro (Glacier White, 128 GB)","₹17,599",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh BatteryQualcomm® Snapdragon™ 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.5
"Redmi 10 Prime (Bifrost Blue, 128 GB)","₹12,999",6 GB RAM | 128 GB ROM16.51 cm (6.5 inch) Display8MP Rear Camera6000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.4
"Redmi Note 5 (Blue, 64 GB)","₹11,999",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB15.21 cm (5.99 inch) Full HD+ Display12MP Rear Camera | 5MP Front Camera4000 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
"Redmi Note 11 PRO Plus 5G (Mirage Blue, 256 GB)","₹24,000",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery12 Months Warranty,4.3
"Redmi 9 (Sky Blue, 64 GB)","₹9,015",4 GB RAM | 64 GB ROM16.59 cm (6.53 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh BatteryMediaTek Helio G35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.5
"Redmi 9 (Carbon Black, 64 GB)","₹8,935",4 GB RAM | 64 GB ROM16.59 cm (6.53 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh BatteryMediaTek Helio G35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.4
"Redmi 7 (Lunar Red, 32 GB)","₹7,490",2 GB RAM | 32 GB ROM15.9 cm (6.26 inch) Display12MP Rear Camera4000 mAh Battery12 Months,4.4
"Redmi Note 4 (Lake Blue, 64 GB)","₹12,749",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) Full HD Display13MP Rear Camera | 5MP Front Camera4100 mAh Li-Polymer BatteryQualcomm Snapdragon 625 64-bit Octa Core 2GHz ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
"Redmi Note 7 Pro (Neptune Blue, 128 GB)","₹17,999",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"Redmi 8 (Ruby Red, 64 GB)","₹10,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.8 cm (6.22 inch) HD+ Display12MP + 2MP | 8MP Front Camera5000 mAh BatteryQualcomm Snapdragon 439 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
"Redmi Note 9 Pro (Champagne Gold, 128 GB)","₹19,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh BatteryQualcomm® Snapdragon™ 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.4
"Redmi Note 8 (Moonlight White, 128 GB)","₹15,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera4000 mAh Lithium Polymer BatteryQualcomm Snapdragon 665 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4.4
"Redmi Note 7 Pro (Nebula Red, 128 GB)","₹13,999",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
"Redmi 7 (Comet Blue, 32 GB)","₹8,999",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 8MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,4.4
"Redmi 7 (Eclipse Black, 32 GB)","₹8,799",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 8MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,4.4
"Redmi Note 7 (Onyx Black, 64 GB)","₹14,999",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display12MP + 2MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 660 AIE ProcessorSplash Proof - Protected by P2iQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
"Redmi Y2 (Dark Grey, 32 GB)","₹10,499",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP | 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
"Redmi Y2 (Black, 32 GB)","₹10,499",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP | 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.5
"Redmi 6A (Black, 16 GB)","₹6,399",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) Display13MP Rear Camera | 5MP Front Camera3000 mAh Battery1 Year Manufacturer Warranty,4.4
"Redmi 6A (Rose Gold, 16 GB)","₹6,485",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) Display13MP Rear Camera | 5MP Front Camera3000 mAh Battery1 Year Manufacturer Warranty,4.3
"Redmi Y2 (Rose Gold, 32 GB)","₹10,499",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB15.21 cm (5.99 inch) HD+ Display12MP + 5MP | 16MP Front Camera3080 mAh Li Polymer BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"Redmi 8A Dual (Sky White, 64 GB)","₹9,999",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 8MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 439 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4.4
"Redmi 8A Dual (Sky White, 64 GB)","₹9,999",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 8MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 439 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4.3
"Redmi Note 11 PRO Plus 5G (Stealth Black, 128 GB)","₹18,995",6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3
"Redmi Note 9 Pro (Champagne Gold, 128 GB)","₹14,640",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh BatteryQualcomm® Snapdragon™ 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.3
"Redmi Note 9 Pro (Champagne Gold, 64 GB)","₹13,690",4 GB RAM | 64 GB ROM16.94 cm (6.67 inch) Full HD+ Display48MP + 48MP + 8MP + 5MP + 2MP | 16MP Dual Front Camera5020 mAh BatteryQualcomm® Snapdragon™ 720G Processor1 Year,4.4
"Redmi Note 9 Pro (Interstellar Black, 64 GB)","₹13,289",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh BatteryQualcomm® Snapdragon™ 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.4
"Redmi Note 8 (Cosmic Purple, 128 GB)","₹15,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera4000 mAh Lithium Polymer BatteryQualcomm Snapdragon 665 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4.5
"Redmi 5A (Blue, 32 GB)","₹6,999",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera3000 mAh Li-polymer BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
"Redmi Note 9 Pro (Interstellar Black, 128 GB)","₹17,399",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh BatteryQualcomm® Snapdragon™ 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.4
"Redmi Note 9 Pro (Aurora Blue, 128 GB)","₹14,199",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP | 16MP Front Camera5020 mAh BatteryQualcomm Snapdragon 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.4
"Redmi Note 8 (Space Black, 128 GB)","₹15,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera4000 mAh Lithium Polymer BatteryQualcomm Snapdragon 665 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4.3
"Redmi 2 Prime (Grey, 16 GB)","₹6,999",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB11.94 cm (4.7 inch) HD Display8MP Rear Camera | 2MP Front Camera2200 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 410 MSM8916 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.4
"REDMI Note 11T 5G (Stardust White, 128 GB)","₹18,490",8 GB RAM | 128 GB ROM16.76 cm (6.6 inch) Display50MP Rear Camera5000 mAh Battery12 Months Warranty,4.3
"Redmi 2 Prime (White, 16 GB)","₹6,999",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB11.94 cm (4.7 inch) HD Display8MP Rear Camera | 2MP Front Camera2200 mAh Li-Ion Polymer BatteryQualcomm Snapdragon 410 MSM8916 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"Redmi 5A (Rose Gold, 16 GB)","₹5,999",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB12.7 cm (5 inch) HD Display13MP Rear Camera | 5MP Front Camera3000 mAh Li-polymer BatteryQualcomm Snapdragon 425 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4.3
"Redmi 9 (Sky Blue, 128 GB)","₹9,990",4 GB RAM | 128 GB ROM16.59 cm (6.53 inch) HD+ Display13MP + 8MP | 5MP Front Camera5000 mAh BatteryMediaTek Helio G35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
"Redmi Note 11 PRO Plus 5G (Phantom White, 128 GB)","₹19,990",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display108MP Rear Camera5000 mAh Battery12 months,4.3
"Redmi 8A Dual (Sea Blue, 64 GB)","₹9,999",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.8 cm (6.22 inch) HD+ Display13MP + 2MP | 8MP Front Camera5000 mAh Lithium Polymer BatteryQualcomm Snapdragon 439 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,4.3
"Redmi 5 (Lake Blue, 64 GB)","₹9,999",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD Display12MP Rear Camera | 5MP Front Camera3300 mAh Battery1 Year Brand Warranty,4.3
"Redmi Y1 (Grey, 64 GB)","₹11,999",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera | 16MP Front Camera3080 mAh BatteryQualcomm Snapdragon 435 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories including Battery,4.3
"Redmi Y3 (Bold Red, 32 GB)","₹8,599",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 32MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,4.1
"Redmi Y1 (Grey, 32 GB)","₹8,999",3 GB RAM | 32 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera | 16MP Front Camera3080 mAh BatteryQualcomm Snapdragon 435 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories including Battery,4.3
"Redmi Y3 (Elegant Blue, 32 GB)","₹8,409",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 32MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,3.9
"Redmi Note 9 Pro (Aurora Blue, 128 GB)","₹15,990",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh BatteryQualcomm® Snapdragon™ 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.3
"REDMI Note 10 lite (Glacier White, 64 GB)","₹12,995",4 GB RAM | 64 GB ROM16.94 cm (6.67 inch) Display48MP Rear Camera5018 mAh Battery12 months,3.9
"Redmi Y3 (Elegant Blue, 64 GB)","₹9,940",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 32MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,3.9
"Redmi Y3 (Bold Red, 64 GB)","₹10,999",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 32MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,4.3
"Redmi Note 9 Pro (Aurora Blue, 128 GB)","₹15,990",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh BatteryQualcomm® Snapdragon™ 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.5
"Redmi Note 8 (Neptune Blue, 128 GB)","₹15,999",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP + 2MP + 2MP | 13MP Front Camera4000 mAh Lithium Polymer BatteryQualcomm Snapdragon 665 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Batteries from the Date of Purchase,3.9
"REDMI NOTE 10 LITE (Glacier White, 128 GB)","₹13,890",4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display48MP Rear Camera5020 mAh Battery12 months,4.3
"Redmi 9 (Sporty Orange, 64 GB)","₹8,999",4 GB RAM | 64 GB ROM16.59 cm (6.53 inch) HD+ Display13MP + 2MP | 5MP Front Camera5000 mAh BatteryMediaTek Helio G35 Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,3.3
"Redmi Note 9 Pro (Interstellar Black, 128 GB)","₹13,918",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP | 16MP Front Camera5020 mAh BatteryQualcomm Snapdragon 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.1
"REDMI 10A (CHARCOAL BLACK, 128 GB)","₹8,808",6 GB RAM | 128 GB ROM16.59 cm (6.53 inch) Display13MP Rear Camera5000 mAh Battery1 Year Manufacturer Warranty for Handset and 6 Months Warranty for In the Box Accessories,4.3
"Redmi Note 8 (Neptune Blue, 32 GB)","₹12,999",3 GB RAM | 32 GB ROM16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP | 13MP Front Camera4000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.3
"Redmi Note 9 Pro (Glacier White, 128 GB)","₹14,610",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh BatteryQualcomm® Snapdragon™ 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.6
"Redmi Note 9 Pro (Glacier White, 64 GB)","₹13,455",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh BatteryQualcomm® Snapdragon™ 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,3.9
"Redmi Note 9 Pro (Aurora Blue, 64 GB)","₹11,990",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 5MP + 2MP | 16MP Front Camera5020 mAh BatteryQualcomm® Snapdragon™ 720G Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories,4.1
"Redmi Note 7S (Onyx Black, 64 GB)","₹11,990",4 GB RAM | 64 GB ROM16.0 cm (6.3 inch) Display48MP Rear Camera4000 mAh Battery1 YEAR,3.6
"Redmi 7 (Lunar Red, 32 GB)","₹8,890",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 8MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,3.3
"Redmi 5 (Lake Blue, 16 GB)","₹8,499",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD+ Display12MP Rear Camera | 5MP Front Camera3300 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,4
"Redmi 5 (Rose Gold, 16 GB)","₹8,489",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD+ Display12MP Rear Camera | 5MP Front Camera3300 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.5
"Redmi Y1 lite (Grey, 16 GB)","₹7,499",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.97 cm (5.5 inch) HD Display13MP Rear Camera | 5MP Front Camera3080 mAh BatteryQualcomm Snapdragon 425 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-box Accessories including Battery,3.6
"Redmi Note 8 (Moonlight White, 32 GB)","₹11,990",3 GB RAM | 32 GB ROM16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP | 13MP Front Camera4000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.7
"Redmi Note 8 (Space Black, 32 GB)","₹11,990",3 GB RAM | 32 GB ROM16.0 cm (6.3 inch) Full HD+ Display48MP + 8MP | 13MP Front Camera4000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4
"Redmi 5 (Gold, 64 GB)","₹10,990",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD+ Display12MP Rear Camera | 5MP Front Camera3300 mAh BatteryQualcomm Snapdragon 450 ProcessorNo Warranty,4
"Redmi 5 (Black, 64 GB)","₹11,990",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB14.48 cm (5.7 inch) HD+ Display12MP Rear Camera | 5MP Front Camera3300 mAh BatteryQualcomm Snapdragon 450 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.8
"Redmi 6A (Gold, 16 GB)","₹6,090",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB13.84 cm (5.45 inch) Display13MP Rear Camera3000 mAh Battery1 Year,4.4
"Redmi Note 7 Pro (Moonlight White, 128 GB)","₹14,990",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB16.0 cm (6.3 inch) Full HD+ Display48MP + 5MP | 13MP Front Camera4000 mAh Li-polymer BatteryQualcomm Snapdragon 675 ProcessorQuick Charge 4.0 SupportBrand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.8
"Redmi 6 Pro (Gold, 64 GB)","₹10,725",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inch) Full HD+ Display12MP + 5MP | 5MP Front Camera4000 mAh BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 0 Year Available for Mobile and 6 Months for Battery and Accessories,3.4
"Redmi 6 Pro (Red, 64 GB)","₹10,549",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inch) Full HD+ Display12MP + 5MP | 5MP Front Camera4000 mAh BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,4.4
"Redmi 6 Pro (Black, 64 GB)","₹9,390",4 GB RAM | 64 GB ROM14.83 cm (5.84 inch) Display12MP Rear Camera4000 mAh Battery12 months,4.4
"Redmi 6 Pro (Lake Blue, 32 GB)","₹8,990",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inch) Full HD+ Display12MP + 5MP | 5MP Front Camera4000 mAh BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,3.7
"Redmi 6 Pro (Gold, 32 GB)","₹8,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inch) Full HD+ Display12MP + 5MP | 5MP Front Camera4000 mAh BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,3.7
"Redmi Y3 (Prime Black, 64 GB)","₹10,990",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 32MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,4.4
"Redmi Y3 (Prime Black, 32 GB)","₹8,999",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB15.9 cm (6.26 inch) HD+ Display12MP + 2MP | 32MP Front Camera4000 mAh BatteryQualcomm Snapdragon 632 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,3.5
"Redmi 6 Pro (Lake Blue, 64 GB)","₹10,990",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inch) Full HD+ Display12MP + 5MP | 5MP Front Camera4000 mAh BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,3.6
"Redmi 6 Pro (Rose Gold, 32 GB)","₹9,990",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inch) Full HD+ Display12MP + 5MP | 5MP Front Camera4000 mAh BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,4.5
"Redmi 6 Pro (Red, 32 GB)","₹8,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inch) Full HD+ Display12MP + 5MP | 5MP Front Camera4000 mAh BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,4.4
"Redmi 6 Pro (Black, 32 GB)","₹8,999",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB14.83 cm (5.84 inch) Full HD+ Display12MP + 5MP | 5MP Front Camera4000 mAh BatteryQualcomm Snapdragon 625 ProcessorBrand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,4.1
